lemmata,text
АЛУ́ШМА,"IV (-а́, -а́ба, -аза́) кул. овощное рагу; ишеди алушма ли́ мама приготовила овощное рагу"
АЛХIА́М,"III (-и́, -бо, -за́) рел. первая сура Корана"
АЛХIАМДУЛИЛА́ГЬ,межд. хвала Аллаху
АЛ-ЦIАТIА́,"(ал-цIа́тте, ал-цIатIи́, ал-цIатIы́н, ал-цIāтI, а́л-цIатIа) соединить, соединять (о тканях) (букв. ала «соединить», цIатIа – не имеет значения); дубо гид ал-цIатIтIу голи твое платье сшито (соединением) из лоскутков; алын-цIатIын гидмол нуйи соединив (куски ткани), кое-как хватило на платье; см. ала́"
АЛ-ЦIА́ТIНУ,1. масд. от гл. ал-цIатIа́ 2. соединение
АЛ-ЦIАТIХА́,"(ал-цIатIы́хше, ал-цIатIхи́, ал-цIатIхун, ал-цIатIōх, а́л-цIатIха) понуд. от гл. ал-цIатIа́"
АЛ-ЦIАТIХАХКIА́,"(ал-цIатIахы́хше, ал-цIатIхахкIи́, ал-цIатIхахкIу́н, ал-цIатIхахкIōй, а́л-цIатIхахкIо) понуд. II от гл. ал-цIатIха́"
АЛ-ЦIАТIХАХЫ́КIНУ,понуд. масд. от гл. ал-цIатIхахкIа́
АЛ-ЦIАТIЫ́ХНУ,понуд. масд. от гл. ал-цIатIха
А́ЛЪЕ,"III (-е́, -е́ба, -еза́) подол платья (хварш.); илъи алъема гьигьош батIайкIа она в подоле платья принесла яблоки; см. анул' (инх.)"
